"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL383955";"";"None";"516.05";"1";"4.10";"50a";"O=C(NCc1ccc(S(=O)(=O)N2CCC(n3nnc4ccccc43)CC2)s1)c1ccc(Cl)cc1";"Activity";"'='";"80.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL854710";"Percentage activity of mouse Abl in the presence of 10 uM of compound and 10 uM of ATP in comparison with control";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1137942";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";"";"80.0"
"CHEMBL1257307";"";"None";"410.38";"0";"3.43";"5g";"NS(=O)(=O)c1ccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261018";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL1257308";"";"None";"424.40";"0";"4.16";"5h";"CS(=O)(=O)Nc1ccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261018";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL1421";"DASATINIB ANHYDROUS";"4.0";"488.02";"0";"3.31";"BMS-354825";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1";"Inhibition";"";"";"%";"";"";"Dose-Dependent Effect";"UO_0000187";"";"";"";"";"0";"CHEMBL5716933";"Inhibition of Abl in mouse 4T1 cells harbouring mCherry red fluorescent protein incubated for 1 hr by immunoblotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"4T1";"None";"EFO_ID: MONDO:0004992 | EFO_TERM: cancer";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5715945";"72";"Chemical Probe data from Scientific Literature";"Cancer Biol Ther";"2010";"None";"DOSE_Lower = 0.1 microM | DOSE_Upper = 1.0 microM | TIME = 1.0 hr";"INHIBITOR";"";""
"CHEMBL4281030";"";"None";"332.45";"0";"4.71";"4f";"CCc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)n1";"IC50";"'='";"43000.0";"nM";"4.37";"";"";"UO_0000065";"13.13";"0.24";"-0.34";"10.01";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"43.0"
"CHEMBL4218052";"";"None";"483.00";"1";"5.16";"16";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N=C=S)c2)n1";"IC50";"'='";"8410.0";"nM";"5.08";"";"";"UO_0000065";"10.51";"0.21";"-0.08";"6.76";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"8.41"
"CHEMBL4214620";"";"None";"466.93";"1";"5.37";"17";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(N=[N+]=[N-])c2)n1";"IC50";"'='";"3870.0";"nM";"5.41";"";"";"UO_0000065";"11.59";"0.22";"0.04";"4.85";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.87"
"CHEMBL4202780";"";"None";"552.08";"1";"4.48";"8";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)/C=C/CN(C)C)n1";"IC50";"'='";"8120.0";"nM";"5.09";"";"";"UO_0000065";"9.22";"0.18";"0.61";"5.35";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"8.12"
"CHEMBL4215496";"";"None";"589.10";"2";"5.58";"9";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2NC(=O)COCc2ccccc2)n1";"IC50";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"9.26";"0.18";"-0.12";"5.40";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.5"
"CHEMBL4214040";"";"None";"498.97";"0";"3.36";"31";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CO)cc2)n1";"IC50";"'='";"2740.0";"nM";"5.56";"";"";"UO_0000065";"11.15";"0.22";"2.20";"4.96";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.74"
"CHEMBL4209119";"";"None";"603.12";"2";"5.97";"32";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCOCc3ccccc3)cc2)n1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"9.66";"0.18";"-0.15";"5.76";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"1.5"
"CHEMBL4279172";"";"None";"502.64";"2";"5.10";"4h";"CCc1cccc(-c2nn3c(c2-c2ccnc(Nc4ccc(S(N)(=O)=O)cc4)c2)C(C)C(C)(C)C3)n1";"IC50";"'='";"6800.0";"nM";"5.17";"";"";"UO_0000065";"10.28";"0.20";"0.07";"4.46";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"6.8"
"CHEMBL4292170";"";"None";"347.46";"1";"5.07";"4i";"COc1ccc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4277021";"";"None";"333.44";"0";"4.77";"4k";"Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)n1";"IC50";"'='";"66000.0";"nM";"4.18";"";"";"UO_0000065";"12.54";"0.23";"-0.59";"8.21";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"66.0"
"CHEMBL4284609";"";"None";"338.84";"0";"4.55";"8j";"Cc1cccc(-c2nn3c(c2-c2ccnc(Cl)c2)CC(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL185238";"GW786460X";"None";"287.33";"0";"3.39";"ALK5 inhibitor II";"Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"16.28";"0.29";"1.29";"6.95";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"21.0"
"CHEMBL4279935";"";"None";"318.42";"0";"4.46";"4a";"Cc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)n1";"IC50";"'='";"21000.0";"nM";"4.68";"";"";"UO_0000065";"14.69";"0.27";"0.22";"10.73";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"21.0"
"CHEMBL4288745";"";"None";"347.46";"1";"5.02";"4R-4l";"CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)[C@H](C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL2364611";"GALUNISERTIB";"2.0";"369.43";"0";"3.51";"Galunisertib";"Cc1cccc(-c2nn3c(c2-c2ccnc4ccc(C(N)=O)cc24)CCC3)n1";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";""
"CHEMBL2347710";"";"None";"327.41";"0";"4.11";"3a";"CCNC(=O)Nc1nc2ccc(-c3ccccc3OC)cc2s1";"IC50";"'='";"3570.0";"nM";"5.45";"";"";"UO_0000065";"16.64";"0.32";"1.34";"8.61";"0";"CHEMBL5231406";"Inhibition of wild type Abl in mouse BaF3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"3.57"
"CHEMBL4287843";"";"None";"332.45";"0";"4.77";"4b";"Cc1cc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)ccn1";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"13.84";"0.25";"-0.17";"10.56";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"25.0"
"CHEMBL4294411";"";"None";"389.50";"1";"5.24";"4c";"CCOC(=O)c1ccc(-c2c(-c3cccc(C)n3)nn3c2C(C)C(C)(C)C3)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4277446";"";"None";"333.44";"0";"4.77";"4S-4k";"Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)[C@@H](C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4278812";"";"None";"357.46";"1";"5.25";"4p";"Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)c1C#N";"IC50";"'>'";"12000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"12.0"
"CHEMBL4281195";"";"None";"305.38";"0";"3.90";"7s";"CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccccn3)nn2C1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL483847";"";"None";"374.32";"0";"3.88";"2, GNF-2";"NC(=O)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL1249664";"Binding affinity to Bcr-abl A344L mutant in mouse BA/F3 cells by affinity chromatography in presence of 10 mM ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"A344L";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"CHEMBL3307634";"";"";"Active";""
"CHEMBL2347725";"";"None";"425.56";"0";"3.34";"4b";"COc1ccccc1-c1ccc2nc(NC(=O)NCCN3CCN(C)CC3)sc2c1";"IC50";"'='";"78.0";"nM";"7.11";"";"";"UO_0000065";"16.70";"0.32";"3.77";"10.19";"0";"CHEMBL5231407";"Inhibition of Abl T315I mutant in mouse BaF3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.078"
"CHEMBL1971943";"BAY-549";"None";"402.79";"0";"4.71";"EUB0000716";"Cc1c[nH]c2nccc(Oc3c(F)cc(Nc4cc(Cl)nc(N)n4)cc3F)c12";"Inhibition";"'='";"33.0";"%";"";"";"Not Active";"UO_0000187";"";"";"";"";"0";"CHEMBL4881484";"Abl (m) Upstate kinase activity assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4507274";"54";"SGC Frankfurt - Donated Chemical Probes";"";"2021";"None";"Compound concentration None 10.0 uM";"";"";"33.0"
"CHEMBL2347725";"";"None";"425.56";"0";"3.34";"4b";"COc1ccccc1-c1ccc2nc(NC(=O)NCCN3CCN(C)CC3)sc2c1";"IC50";"'='";"46.0";"nM";"7.34";"";"";"UO_0000065";"17.24";"0.33";"4.00";"10.52";"0";"CHEMBL5231406";"Inhibition of wild type Abl in mouse BaF3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.046"
"CHEMBL2347723";"";"None";"343.41";"0";"3.09";"4a";"COc1ccccc1-c1ccc2nc(NC(=O)NCCO)sc2c1";"IC50";"'='";"89.0";"nM";"7.05";"";"";"UO_0000065";"20.53";"0.40";"3.96";"8.45";"0";"CHEMBL5231406";"Inhibition of wild type Abl in mouse BaF3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.089"
"CHEMBL2347723";"";"None";"343.41";"0";"3.09";"4a";"COc1ccccc1-c1ccc2nc(NC(=O)NCCO)sc2c1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"19.96";"0.39";"3.76";"8.21";"0";"CHEMBL5231407";"Inhibition of Abl T315I mutant in mouse BaF3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"0.14"
"CHEMBL142826";"";"None";"277.94";"0";"3.03";"5";"O=C(CBr)c1ccc(Br)cc1";"Inhibition";"'<'";"10.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1803569";"Inhibition of mouse recombinant Abl expressed in Escherichia coli assessed as phosphopoly Gt formation using poly Gt as substrate at 10 uM by fluorescence polarization method";"B";"BAO_0000019";"assay format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1800071";"1";"Scientific Literature";"J Med Chem";"2011";"None";"";"";"";"10.0"
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"1, Gleevec";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"10.8";"nM";"7.97";"";"";"UO_0000065";"16.14";"0.29";"3.38";"9.23";"0";"CHEMBL1220002";"Inhibition of mouse recombinant N-terminal His6-tagged Abl by radiometric kinase assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212849";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";"";"10.8"
"CHEMBL4204596";"";"None";"483.00";"1";"5.16";"6";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=C=S)n1";"IC50";"'='";"5560.0";"nM";"5.25";"";"";"UO_0000065";"10.88";"0.22";"0.09";"7.00";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"5.56"
"CHEMBL4213082";"";"None";"494.98";"0";"4.55";"23";"C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)cc1";"IC50";"'='";"6390.0";"nM";"5.19";"";"";"UO_0000065";"10.49";"0.20";"0.64";"5.66";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"6.39"
"CHEMBL4213082";"";"None";"494.98";"0";"4.55";"23";"C=CC(=O)Nc1ccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)cc1";"IC50";"'='";"7700.0";"nM";"5.11";"";"";"UO_0000065";"10.33";"0.20";"0.56";"5.57";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"7.7"
"CHEMBL4208167";"";"None";"470.92";"0";"4.33";"24";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc([N+](=O)[O-])cc2)n1";"IC50";"'='";"6890.0";"nM";"5.16";"";"";"UO_0000065";"10.96";"0.21";"0.83";"4.87";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"6.89"
"CHEMBL2347710";"";"None";"327.41";"0";"4.11";"3a";"CCNC(=O)Nc1nc2ccc(-c3ccccc3OC)cc2s1";"IC50";"'='";"2140.0";"nM";"5.67";"";"";"UO_0000065";"17.32";"0.34";"1.56";"8.96";"0";"CHEMBL5231407";"Inhibition of Abl T315I mutant in mouse BaF3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5230113";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"";"INHIBITOR";"";"2.14"
