"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL1229592";"";"None";"494.98";"0";"4.55";"1; WZ4002";"C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3OC)ncc2Cl)c1";"IC50";"'='";"16280.0";"nM";"4.79";"";"";"UO_0000065";"9.67";"0.19";"0.24";"5.21";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"16.28"
"CHEMBL4210237";"";"None";"494.98";"0";"4.55";"2";"C=CC(=O)Nc1ccccc1Oc1nc(Nc2ccc(N3CCN(C)CC3)cc2OC)ncc1Cl";"IC50";"'='";"2370.0";"nM";"5.62";"";"";"UO_0000065";"11.36";"0.22";"1.08";"6.12";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"2.37"
"CHEMBL4204354";"";"None";"483.00";"1";"5.16";"27";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=C=S)cc2)n1";"IC50";"'='";"9530.0";"nM";"5.02";"";"";"UO_0000065";"10.40";"0.21";"-0.14";"6.68";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"9.53"
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"Imatinib";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"IC50";"'='";"20030.0";"nM";"4.70";"";"";"UO_0000065";"9.52";"0.17";"0.11";"5.45";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"20.03"
"CHEMBL2316582";"OLVEREMBATINIB";"3.0";"532.57";"1";"4.68";"10a, GZD824";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2[nH]ncc2c1";"Inhibition";"";"";"%";"";"";"Dose-dependent effect";"UO_0000187";"";"";"";"";"0";"CHEMBL2318541";"Inhibition of BCR-ABL T315I mutant-mediated CRK1 phosphorylation in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"";""
"CHEMBL5416410";"DASATINIB";"4.0";"506.03";"0";"3.31";"3";"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2318541";"Inhibition of BCR-ABL T315I mutant-mediated CRK1 phosphorylation in mouse BA/F3 cells after 4 hrs by Western blotting analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2311339";"1";"Scientific Literature";"J Med Chem";"2013";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL4291675";"";"None";"488.62";"0";"4.85";"4e";"Cc1cccc(-c2nn3c(c2-c2ccnc(Nc4ccc(S(N)(=O)=O)cc4)c2)C(C)C(C)(C)C3)n1";"IC50";"'='";"550.0";"nM";"6.26";"";"";"UO_0000065";"12.81";"0.24";"1.41";"5.41";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"0.55"
"CHEMBL4283308";"";"None";"347.46";"1";"5.02";"4S-4l";"CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)[C@@H](C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL1257423";"";"None";"418.38";"0";"3.51";"2";"O=C(NCCO)c1cccc(-c2cc(Nc3ccc(OC(F)(F)F)cc3)ncn2)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261018";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL419409";"";"None";"420.46";"1";"5.04";"10b";"COc1ccc(C#CC(C)(C)N)cc1C(=O)c1ccc(Nc2ccc(F)cc2F)cc1";"Inhibition";"'='";"-36.0";"%";"";"Outside typical range";"";"UO_0000187";"";"";"";"";"0";"CHEMBL846545";"Inhibition of human c-Abl at 10 uM";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1147484";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";"";"-36.0"
"CHEMBL2178277";"";"None";"596.02";"1";"4.88";"6qo";"CN1CCN(Cc2ccc(NC(=O)c3ccc(Cl)c(-n4cc(-c5cnc6[nH]ncc6c5)nn4)c3)cc2C(F)(F)F)CC1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2186842";"Inhibition of Bcr-Abl T315I mutant-mediated STAT5 phosphorylation in mouse BA/F3 cells by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2176963";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307634";"";"";"Active";""
"CHEMBL4204354";"";"None";"483.00";"1";"5.16";"27";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(N=C=S)cc2)n1";"IC50";"'='";"7500.0";"nM";"5.12";"";"";"UO_0000065";"10.61";"0.21";"-0.04";"6.82";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"7.5"
"CHEMBL4217686";"";"None";"513.00";"1";"3.75";"33";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(NC(=O)CCO)cc2)n1";"IC50";"'='";"3250.0";"nM";"5.49";"";"";"UO_0000065";"10.70";"0.21";"1.74";"4.90";"0";"CHEMBL4179477";"Inhibition of ABL in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"3.25"
"CHEMBL4203110";"";"None";"466.93";"1";"5.37";"7";"COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccccc2N=[N+]=[N-])n1";"IC50";"'='";"1330.0";"nM";"5.88";"";"";"UO_0000065";"12.58";"0.24";"0.51";"5.27";"0";"CHEMBL4179478";"Inhibition of ABL T315I mutant in mouse BAF3 cells assessed as reduction in cell viability after 72 hrs by MTT assay";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"None";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4177590";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";"";"";"";"1.33"
"CHEMBL1946170";"REGORAFENIB";"4.0";"482.82";"1";"5.69";"BAY73-4506";"CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1";"Activity";"'='";"22.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4725567";"Inhibition of mouse Abl assessed as remaining enzyme activity at 0.01 uM";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4725218";"1";"Scientific Literature";"J Med Chem";"2020";"None";"Dose = 0.01 microM";"INHIBITOR";"";"22.0"
"CHEMBL4291439";"";"None";"319.41";"0";"4.21";"8m";"Cc1cccc(-c2nn3c(c2-c2ccc(O)cc2)CC(C)(C)C3)n1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"14.71";"0.27";"0.49";"9.22";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"20.0"
"CHEMBL4276896";"";"None";"304.40";"0";"3.90";"8e";"Cc1cccc(-c2nn3c(c2-c2ccncc2)CC(C)(C)C3)n1";"IC50";"'='";"26000.0";"nM";"4.58";"";"";"UO_0000065";"15.06";"0.27";"0.69";"10.52";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"26.0"
"CHEMBL4284266";"";"None";"361.49";"1";"5.33";"4j";"CCc1cccc(-c2nn3c(c2-c2ccc(OC)cc2)C(C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4287654";"";"None";"347.46";"1";"5.02";"4l";"CCc1cccc(-c2nn3c(c2-c2ccc(O)cc2)C(C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4289487";"";"None";"342.45";"0";"4.94";"4o";"Cc1cccc(-c2nn3c(c2-c2ccncc2)C(C)C(C)(C)C3)c1C#N";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"15.17";"0.27";"0.25";"9.53";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"6.4"
"CHEMBL4292878";"";"None";"348.45";"0";"4.09";"4q";"COCC1c2c(-c3ccncc3)c(-c3cccc(C)n3)nn2CC1(C)C";"IC50";"'='";"25000.0";"nM";"4.60";"";"";"UO_0000065";"13.21";"0.24";"0.51";"8.71";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"25.0"
"CHEMBL4292491";"";"None";"474.59";"0";"4.29";"8k";"Cc1cccc(-c2nn3c(c2-c2ccnc(Nc4ccc(S(N)(=O)=O)cc4)c2)CC(C)(C)C3)n1";"IC50";"'='";"2500.0";"nM";"5.60";"";"";"UO_0000065";"11.80";"0.23";"1.31";"4.84";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"2.5"
"CHEMBL3605774";"";"None";"516.53";"2";"5.52";"4e";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc(NC5CC5)nc4)c3)cc(C(F)(F)F)c2)cn1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3607461";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as reduction of CRKL phosphorylation at 4 to 500 nM after 4 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3603836";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307634";"";"";"Active";""
"CHEMBL3605774";"";"None";"516.53";"2";"5.52";"4e";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C#Cc4cnc(NC5CC5)nc4)c3)cc(C(F)(F)F)c2)cn1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL3607467";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as total protein level of CRKL at 4 to 500 nM after 4 hrs by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL3603836";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"CHEMBL3307634";"";"";"Not active";""
"CHEMBL2177645";"";"None";"575.60";"1";"4.53";"6q";"Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1-n1cc(-c2cnc3[nH]ncc3c2)nn1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL2186843";"Inhibition of Bcr-Abl T315I mutant-mediated CrkL phosphorylation in mouse BA/F3 cells by Western blot analysis";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL2176963";"1";"Scientific Literature";"J Med Chem";"2012";"CHEMBL3307634";"";"";"Active";""
"CHEMBL4284434";"";"None";"352.87";"1";"5.11";"4d";"Cc1cccc(-c2nn3c(c2-c2ccnc(Cl)c2)C(C)C(C)(C)C3)n1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"100.0"
"CHEMBL4282287";"";"None";"334.42";"0";"3.43";"4r";"Cc1cccc(-c2nn3c(c2-c2ccncc2)C(CO)C(C)(C)C3)n1";"IC50";"'='";"93000.0";"nM";"4.03";"";"";"UO_0000065";"12.06";"0.22";"0.60";"6.32";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"93.0"
"CHEMBL4285692";"";"None";"290.37";"0";"3.59";"7l";"CC1(C)Cc2c(-c3ccncc3)c(-c3ccccn3)nn2C1";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4270676";"Inhibition of mouse ABL expressed in Sf9 insect cells using GGEAIYAAPFKK as substrate in presence of [gamma-33P]ATP";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf9";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL4270481";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";"";"";"";"50.0"
"CHEMBL572878";"TOZASERTIB";"2.0";"464.60";"0";"3.50";"VX-680, MK-0457";"Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1";"IC50";"'='";"5000.0";"nM";"5.30";"";"";"UO_0000065";"11.41";"0.22";"1.80";"5.19";"0";"CHEMBL1217182";"Inhibition of Bcr-Abl T315I mutant autophosphorylation in mouse BA/F3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212824";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"5.0"
"CHEMBL1257659";"";"None";"437.45";"0";"3.72";"14d";"CN1CCN(C(=O)c2cc3c(Nc4ccc(OC(F)(F)F)cc4)ncnc3s2)CC1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261018";"Inhibition of Bcr-Abl T315I mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL1257656";"";"None";"321.26";"0";"3.51";"6a";"FC(F)(F)Oc1ccc(Nc2cc(-c3cn[nH]c3)ncn2)cc1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261022";"Inhibition of Bcr-Abl E505K mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"E505K";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL1258476";"";"None";"351.33";"0";"4.22";"21j-I";"CC(C)(C)n1ncc2c(Nc3ccc(OC(F)(F)F)cc3)ncnc21";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1261022";"Inhibition of Bcr-Abl E505K mutant in mouse BA/F3 cells assessed as cell growth inhibition";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"E505K";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1255198";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"10.0"
"CHEMBL459850";"";"None";"456.43";"0";"4.21";"1, GNF-6";"Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(N)nc2N(C)C1=O";"IC50";"'='";"243.0";"nM";"6.61";"";"";"UO_0000065";"14.49";"0.27";"2.40";"6.33";"0";"CHEMBL1217182";"Inhibition of Bcr-Abl T315I mutant autophosphorylation in mouse BA/F3 cells";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"BaF3";"None";"";"P00520";"T315I";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1212824";"1";"Scientific Literature";"J Med Chem";"2010";"CHEMBL3307634";"";"";"";"243.0"
"CHEMBL247067";"";"None";"529.64";"2";"5.20";"9a";"CN(C)c1cc2cc(n1)CCCn1cc(c3ccccc31)C1=C(C(=O)NC1=O)c1cn(c3ccccc13)CCC2";"Inhibition";"'='";"108.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL886935";"Inhibition of mouse Abl kinase at 1 uM relative to control";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1139192";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";"";"";"108.0"
"CHEMBL941";"IMATINIB";"4.0";"493.62";"0";"4.59";"SID103905596";"Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1";"Inhibition";"'='";"25.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL1249778";"Inhibition of mouse Abl activity at 10 uM by radiometric assay";"B";"BAO_0000357";"single protein format";"Mus musculus";"None";"None";"None";"None";"";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL1240306";"1";"Scientific Literature";"Nat Chem Biol";"2006";"None";"";"";"";"25.0"
"CHEMBL1738758";"ONVANSERTIB";"2.0";"532.53";"1";"1.92";"NMS-P937";"CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1";"Activity";"'='";"105.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5681959";"Inhibition of N-terminal His6-tagged recombinant mouse Abl (27 to 1123 residues) expressed in baculovirus infected Sf21 cells assessed as residual activity at 1 uM relative to control";"B";"BAO_0000219";"cell-based format";"Mus musculus";"None";"None";"Sf21";"None";"EFO_ID: EFO:0002618 | EFO_TERM: pancreatic carcinoma | EFO_ID: EFO:0005952 | EFO_TERM: non-hodgkins lymphoma | EFO_ID: EFO:1001950 | EFO_TERM: colon carcinoma | EFO_ID: EFO:0001663 | EFO_TERM: prostate carcinoma | EFO_ID: MONDO:0008170 | EFO_TERM: ovarian cancer | EFO_ID: EFO:0005950 | EFO_TERM: head and neck neoplasia | EFO_ID: EFO:1000595 | EFO_TERM: thyroid gland undifferentiated (anaplastic) carcinoma";"";"";"CHEMBL3099";"Tyrosine-protein kinase ABL1";"Mus musculus";"SINGLE PROTEIN";"CHEMBL5678806";"72";"Chemical Probe data from Scientific Literature";"Mol Cancer Ther";"2012";"None";"DOSE = 1.0 microM";"";"";"105.0"
